source_subject,target_subject,proxy_a_distance,coral_distance,proxy_rank,coral_rank,selection_score,probe_selected_count,probe_selected_fraction_of_cap,probe_candidate_coverage,probe_pseudo_balance,probe_agreement,probe_trial_coherence,probe_mean_selected_conf,probe_transferability_score,selection_stage,selected_source
s11,s07,2.0,13.446983408107181,2.0,31.0,33.0,,,,,,,,,stage1_pruned,s15
s27,s08,2.0,6.54252640578315,2.0,2.0,4.0,60.0,0.6666666666666666,0.2646551724137931,1.0,1.0,0.65,0.9210261793235544,0.7289823434489364,stage2_probe,s27
s16,s08,2.0,6.700028704964833,2.0,3.0,5.0,25.0,0.2777777777777778,0.16551724137931034,0.5,1.0,0.621551724137931,0.898529034113646,0.5440069114757973,stage2_probe,s27
s26,s08,2.0,6.9057478472496845,2.0,5.0,7.0,20.0,0.2222222222222222,0.07758620689655173,0.5,1.0,0.6232758620689655,0.8222852275654304,0.5146200085047083,stage2_probe,s27
s32,s08,2.0,6.802621451116909,2.0,4.0,6.0,10.0,0.1111111111111111,0.07413793103448275,0.5,1.0,0.5672413793103448,0.8910175099642217,0.4894934042338433,stage2_probe,s27
s30,s08,1.9833333333333334,6.071682081600612,1.0,1.0,2.0,8.0,0.08888888888888889,0.05517241379310345,0.0,1.0,0.6810344827586207,0.9374559383571436,0.4074475095615353,stage2_probe,s27
s20,s08,2.0,7.061578701272789,2.0,6.0,8.0,,,,,,,,,stage1_pruned,s27
s19,s08,2.0,7.641164082955207,2.0,7.0,9.0,,,,,,,,,stage1_pruned,s27
s10,s08,2.0,7.659054947602635,2.0,8.0,10.0,,,,,,,,,stage1_pruned,s27
s15,s08,2.0,7.889742768461991,2.0,9.0,11.0,,,,,,,,,stage1_pruned,s27
s29,s08,2.0,7.9096541309991695,2.0,10.0,12.0,,,,,,,,,stage1_pruned,s27
s23,s08,2.0,8.099005878725555,2.0,11.0,13.0,,,,,,,,,stage1_pruned,s27
s05,s08,2.0,8.149253114552366,2.0,12.0,14.0,,,,,,,,,stage1_pruned,s27
s31,s08,2.0,8.17595950301841,2.0,13.0,15.0,,,,,,,,,stage1_pruned,s27
s07,s08,2.0,8.39694461549938,2.0,14.0,16.0,,,,,,,,,stage1_pruned,s27
s21,s08,2.0,8.465829754282057,2.0,15.0,17.0,,,,,,,,,stage1_pruned,s27
s13,s08,2.0,8.593327717512505,2.0,16.0,18.0,,,,,,,,,stage1_pruned,s27
s06,s08,2.0,8.827839630487976,2.0,17.0,19.0,,,,,,,,,stage1_pruned,s27
s03,s08,2.0,9.118725188488167,2.0,18.0,20.0,,,,,,,,,stage1_pruned,s27
s01,s08,2.0,9.122863182500637,2.0,19.0,21.0,,,,,,,,,stage1_pruned,s27
s18,s08,2.0,9.156383033741985,2.0,20.0,22.0,,,,,,,,,stage1_pruned,s27
s17,s08,2.0,9.218842965972508,2.0,21.0,23.0,,,,,,,,,stage1_pruned,s27
s14,s08,2.0,9.230042201893013,2.0,22.0,24.0,,,,,,,,,stage1_pruned,s27
s12,s08,2.0,9.865891860748254,2.0,23.0,25.0,,,,,,,,,stage1_pruned,s27
s09,s08,2.0,10.076169351482719,2.0,24.0,26.0,,,,,,,,,stage1_pruned,s27
s02,s08,2.0,10.194462508547417,2.0,25.0,27.0,,,,,,,,,stage1_pruned,s27
s28,s08,2.0,10.372978517280997,2.0,26.0,28.0,,,,,,,,,stage1_pruned,s27
s24,s08,2.0,10.749623228031684,2.0,27.0,29.0,,,,,,,,,stage1_pruned,s27
s04,s08,2.0,11.041178934180161,2.0,28.0,30.0,,,,,,,,,stage1_pruned,s27
s25,s08,2.0,12.375304326074952,2.0,29.0,31.0,,,,,,,,,stage1_pruned,s27
s22,s08,2.0,12.856095709042508,2.0,30.0,32.0,,,,,,,,,stage1_pruned,s27
s11,s08,2.0,13.432009750759764,2.0,31.0,33.0,,,,,,,,,stage1_pruned,s27
s14,s09,2.0,9.031021478585707,1.0,1.0,2.0,60.0,0.6666666666666666,0.2103448275862069,1.0,1.0,0.7198275862068966,0.9102311600684612,0.7315460407620439,stage2_probe,s14
s32,s09,2.0,9.632706040545367,1.0,4.0,5.0,31.0,0.34444444444444444,0.1543103448275862,0.5,1.0,0.6715517241379311,0.8443522520744391,0.559056693063492,stage2_probe,s14
s24,s09,2.0,9.38717347116667,1.0,2.0,3.0,29.0,0.32222222222222224,0.032758620689655175,0.5,1.0,0.7379310344827587,0.793211047399704,0.5421318167378014,stage2_probe,s14
s05,s09,2.0,9.452912997796682,1.0,3.0,4.0,20.0,0.2222222222222222,0.0603448275862069,0.5,1.0,0.6568965517241379,0.8470592307314202,0.5191345707319733,stage2_probe,s14
s31,s09,2.0,9.87458246530205,1.0,5.0,6.0,25.0,0.2777777777777778,0.06982758620689655,0.5,1.0,0.6051724137931034,0.8336567017171493,0.5183495017525241,stage2_probe,s14
s17,s09,2.0,9.908076549547589,1.0,6.0,7.0,,,,,,,,,stage1_pruned,s14
s13,s09,2.0,9.96584273989535,1.0,7.0,8.0,,,,,,,,,stage1_pruned,s14
s26,s09,2.0,9.968626338801503,1.0,8.0,9.0,,,,,,,,,stage1_pruned,s14
s10,s09,2.0,9.971788232797396,1.0,9.0,10.0,,,,,,,,,stage1_pruned,s14
s18,s09,2.0,9.993860159598391,1.0,10.0,11.0,,,,,,,,,stage1_pruned,s14
s19,s09,2.0,10.094861390063043,1.0,11.0,12.0,,,,,,,,,stage1_pruned,s14
s08,s09,2.0,10.140724327476564,1.0,12.0,13.0,,,,,,,,,stage1_pruned,s14
s15,s09,2.0,10.223003631621104,1.0,13.0,14.0,,,,,,,,,stage1_pruned,s14
s06,s09,2.0,10.259675343784334,1.0,14.0,15.0,,,,,,,,,stage1_pruned,s14
s12,s09,2.0,10.301795850798106,1.0,15.0,16.0,,,,,,,,,stage1_pruned,s14
s02,s09,2.0,10.33593837199684,1.0,16.0,17.0,,,,,,,,,stage1_pruned,s14
s20,s09,2.0,10.374320232345788,1.0,17.0,18.0,,,,,,,,,stage1_pruned,s14
s28,s09,2.0,10.411618511544953,1.0,18.0,19.0,,,,,,,,,stage1_pruned,s14
s04,s09,2.0,10.429397195513747,1.0,19.0,20.0,,,,,,,,,stage1_pruned,s14
s16,s09,2.0,10.476892868738709,1.0,20.0,21.0,,,,,,,,,stage1_pruned,s14
s30,s09,2.0,10.56158792047733,1.0,21.0,22.0,,,,,,,,,stage1_pruned,s14
s07,s09,2.0,10.596687487639832,1.0,22.0,23.0,,,,,,,,,stage1_pruned,s14
s21,s09,2.0,10.97464876560553,1.0,23.0,24.0,,,,,,,,,stage1_pruned,s14
s25,s09,2.0,11.017152930736156,1.0,24.0,25.0,,,,,,,,,stage1_pruned,s14
s29,s09,2.0,11.232166700664429,1.0,25.0,26.0,,,,,,,,,stage1_pruned,s14
s03,s09,2.0,11.708260380750783,1.0,26.0,27.0,,,,,,,,,stage1_pruned,s14
s27,s09,2.0,11.729389742798155,1.0,27.0,28.0,,,,,,,,,stage1_pruned,s14
s22,s09,2.0,11.917563346341314,1.0,28.0,29.0,,,,,,,,,stage1_pruned,s14
s23,s09,2.0,12.010941623366945,1.0,29.0,30.0,,,,,,,,,stage1_pruned,s14
s11,s09,2.0,12.331641507044681,1.0,30.0,31.0,,,,,,,,,stage1_pruned,s14
